"comparison","bootstrap_mean","y","density_group"
"IPM - Air",17.3033363538147,1,"IPM"
"IPM - Air",15.3654929903281,1,"IPM"
"IPM - Air",17.0335686092732,1,"IPM"
"IPM - Air",15.5277422695331,1,"IPM"
"IPM - Air",15.7224904602621,1,"IPM"
"IPM - Air",16.7753183942626,1,"IPM"
"IPM - Air",17.3421586017029,1,"IPM"
"IPM - Air",15.5759369934138,1,"IPM"
"IPM - Air",16.1924181312479,1,"IPM"
"IPM - Air",14.8233374077425,1,"IPM"
"IPM - Air",16.3818325244662,1,"IPM"
"IPM - Air",15.8122391593929,1,"IPM"
"IPM - Air",15.802340703099,1,"IPM"
"IPM - Air",17.1723286912003,1,"IPM"
"IPM - Air",16.1320502677943,1,"IPM"
"IPM - Air",16.7147364727631,1,"IPM"
"IPM - Air",17.3959117833565,1,"IPM"
"IPM - Air",15.0264526677514,1,"IPM"
"IPM - Air",17.1292940683346,1,"IPM"
"IPM - Air",16.5537324106087,1,"IPM"
"IPM - Air",14.8737426466525,1,"IPM"
"IPM - Air",17.3234257388278,1,"IPM"
"IPM - Air",16.7353008378561,1,"IPM"
"IPM - Air",15.8312419262321,1,"IPM"
"IPM - Air",16.7351950284957,1,"IPM"
"IPM - Air",15.8943784785983,1,"IPM"
"IPM - Air",16.4804366641277,1,"IPM"
"IPM - Air",17.6823093808657,1,"IPM"
"IPM - Air",17.2683364661569,1,"IPM"
"IPM - Air",16.4722719378728,1,"IPM"
"IPM - Air",16.5938749058039,1,"IPM"
"IPM - Air",18.1965093762927,1,"IPM"
"IPM - Air",17.6627376460029,1,"IPM"
"IPM - Air",17.2777874348674,1,"IPM"
"IPM - Air",15.924011736007,1,"IPM"
"IPM - Air",15.6966471583809,1,"IPM"
"IPM - Air",17.0982952221347,1,"IPM"
"IPM - Air",17.8972617921151,1,"IPM"
"IPM - Air",16.6510834248985,1,"IPM"
"IPM - Air",15.5821248899947,1,"IPM"
"IPM - Air",16.0963110976676,1,"IPM"
"IPM - Air",15.906116548263,1,"IPM"
"IPM - Air",17.5610448926162,1,"IPM"
"IPM - Air",16.5866549539283,1,"IPM"
"IPM - Air",16.9378892253255,1,"IPM"
"IPM - Air",15.9928579869466,1,"IPM"
"IPM - Air",16.452633642706,1,"IPM"
"IPM - Air",16.7783048899257,1,"IPM"
"IPM - Air",17.0827659611108,1,"IPM"
"IPM - Air",15.9725759334822,1,"IPM"
"IPM - Air",14.3071189022029,1,"IPM"
"IPM - Air",16.9763505936336,1,"IPM"
"IPM - Air",16.6027883430789,1,"IPM"
"IPM - Air",16.3980461776902,1,"IPM"
"IPM - Air",17.0108513345868,1,"IPM"
"IPM - Air",16.0318193481037,1,"IPM"
"IPM - Air",16.5764536269445,1,"IPM"
"IPM - Air",15.040506629788,1,"IPM"
"IPM - Air",17.6881706477989,1,"IPM"
"IPM - Air",17.9154007660816,1,"IPM"
"IPM - Air",16.3834425642669,1,"IPM"
"IPM - Air",16.736598215285,1,"IPM"
"IPM - Air",17.5954649164204,1,"IPM"
"IPM - Air",17.8879498868329,1,"IPM"
"IPM - Air",16.0257248055635,1,"IPM"
"IPM - Air",16.7140250333776,1,"IPM"
"IPM - Air",16.5836222761569,1,"IPM"
"IPM - Air",18.0204911069428,1,"IPM"
"IPM - Air",16.5979691095324,1,"IPM"
"IPM - Air",16.9925210002036,1,"IPM"
"IPM - Air",16.7038225855844,1,"IPM"
"IPM - Air",16.7601588247477,1,"IPM"
"IPM - Air",17.5019744653717,1,"IPM"
"IPM - Air",16.736275780048,1,"IPM"
"IPM - Air",16.160872051176,1,"IPM"
"IPM - Air",16.652397264901,1,"IPM"
"IPM - Air",16.8100149853689,1,"IPM"
"IPM - Air",15.4408155468638,1,"IPM"
"IPM - Air",16.6225433499972,1,"IPM"
"IPM - Air",16.6103577567731,1,"IPM"
"IPM - Air",15.3422447496184,1,"IPM"
"IPM - Air",16.0441597610555,1,"IPM"
"IPM - Air",17.1406528499532,1,"IPM"
"IPM - Air",16.0611555544104,1,"IPM"
"IPM - Air",17.5562363329113,1,"IPM"
"IPM - Air",15.1418449142982,1,"IPM"
"IPM - Air",15.8292698216795,1,"IPM"
"IPM - Air",14.7264387261198,1,"IPM"
"IPM - Air",16.2523640028806,1,"IPM"
"IPM - Air",16.5885637070815,1,"IPM"
"IPM - Air",17.7755177229937,1,"IPM"
"IPM - Air",16.6131341817936,1,"IPM"
"IPM - Air",15.8296142210735,1,"IPM"
"IPM - Air",15.5712577338834,1,"IPM"
"IPM - Air",18.136112274778,1,"IPM"
"IPM - Air",14.7483745917492,1,"IPM"
"IPM - Air",16.8042332873013,1,"IPM"
"IPM - Air",14.894623618225,1,"IPM"
"IPM - Air",14.7345170627411,1,"IPM"
"IPM - Air",16.3684884169924,1,"IPM"
"IPM - Air",15.2827754668691,1,"IPM"
"IPM - Air",16.5916542062224,1,"IPM"
"IPM - Air",16.9042355308343,1,"IPM"
"IPM - Air",18.2732857679983,1,"IPM"
"IPM - Air",15.7353241523683,1,"IPM"
"IPM - Air",16.5089593104837,1,"IPM"
"IPM - Air",17.4348548978199,1,"IPM"
"IPM - Air",16.1617067525115,1,"IPM"
"IPM - Air",16.9825954653498,1,"IPM"
"IPM - Air",16.3938022929295,1,"IPM"
"IPM - Air",16.1836193742747,1,"IPM"
"IPM - Air",16.5616470916929,1,"IPM"
"IPM - Air",17.7264109722075,1,"IPM"
"IPM - Air",16.2446660166603,1,"IPM"
"IPM - Air",17.5220062487828,1,"IPM"
"IPM - Air",16.7117998815348,1,"IPM"
"IPM - Air",16.0794668713365,1,"IPM"
"IPM - Air",14.6671593597433,1,"IPM"
"IPM - Air",16.9149210728004,1,"IPM"
"IPM - Air",15.1925387163384,1,"IPM"
"IPM - Air",16.7364038404328,1,"IPM"
"IPM - Air",16.7770725861546,1,"IPM"
"IPM - Air",17.6096504475529,1,"IPM"
"IPM - Air",15.6186091125269,1,"IPM"
"IPM - Air",17.0034582128781,1,"IPM"
"IPM - Air",17.290431132718,1,"IPM"
"IPM - Air",16.9798080474835,1,"IPM"
"IPM - Air",17.0926823948299,1,"IPM"
"IPM - Air",16.773018754541,1,"IPM"
"IPM - Air",16.1576507655634,1,"IPM"
"IPM - Air",16.0269366616783,1,"IPM"
"IPM - Air",17.0280675575253,1,"IPM"
"IPM - Air",15.6864425378622,1,"IPM"
"IPM - Air",16.4226139036836,1,"IPM"
"IPM - Air",16.5368500419547,1,"IPM"
"IPM - Air",16.8029445101135,1,"IPM"
"IPM - Air",16.6594370994486,1,"IPM"
"IPM - Air",14.9146788274166,1,"IPM"
"IPM - Air",16.8868493275092,1,"IPM"
"IPM - Air",15.7224207358366,1,"IPM"
"IPM - Air",16.7465661093118,1,"IPM"
"IPM - Air",14.7263975166837,1,"IPM"
"IPM - Air",16.5207216612511,1,"IPM"
"IPM - Air",15.8690855836342,1,"IPM"
"IPM - Air",16.6230178550882,1,"IPM"
"IPM - Air",15.8064044752769,1,"IPM"
"IPM - Air",17.1387768001905,1,"IPM"
"IPM - Air",15.639030664766,1,"IPM"
"IPM - Air",16.8269524251304,1,"IPM"
"IPM - Air",16.958584696527,1,"IPM"
"IPM - Air",17.2143012634869,1,"IPM"
"IPM - Air",14.7414890388434,1,"IPM"
"IPM - Air",16.1024697322346,1,"IPM"
"IPM - Air",16.2293828321483,1,"IPM"
"IPM - Air",17.8014559345613,1,"IPM"
"IPM - Air",16.5625089065803,1,"IPM"
"IPM - Air",15.5071619397112,1,"IPM"
"IPM - Air",16.7981986022749,1,"IPM"
"IPM - Air",18.1709408189719,1,"IPM"
"IPM - Air",15.9934537787986,1,"IPM"
"IPM - Air",15.2695432838125,1,"IPM"
"IPM - Air",17.6058461645077,1,"IPM"
"IPM - Air",16.8278320684503,1,"IPM"
"IPM - Air",17.5237954390656,1,"IPM"
"IPM - Air",16.6455017296769,1,"IPM"
"IPM - Air",15.451610380245,1,"IPM"
"IPM - Air",16.8315488102344,1,"IPM"
"IPM - Air",15.179654022959,1,"IPM"
"IPM - Air",15.8966572548961,1,"IPM"
"IPM - Air",16.730423214144,1,"IPM"
"IPM - Air",17.8145796360314,1,"IPM"
"IPM - Air",14.2663205767304,1,"IPM"
"IPM - Air",15.261680456919,1,"IPM"
"IPM - Air",17.6323078447871,1,"IPM"
"IPM - Air",17.5812255693683,1,"IPM"
"IPM - Air",15.7656952455589,1,"IPM"
"IPM - Air",15.6910756447344,1,"IPM"
"IPM - Air",16.7693996732479,1,"IPM"
"IPM - Air",16.7031132200618,1,"IPM"
"IPM - Air",16.5630183782675,1,"IPM"
"IPM - Air",15.1037663805089,1,"IPM"
"IPM - Air",18.883159787685,1,"IPM"
"IPM - Air",16.5784922317443,1,"IPM"
"IPM - Air",15.5550262825915,1,"IPM"
"IPM - Air",16.380318456544,1,"IPM"
"IPM - Air",17.0129779558479,1,"IPM"
"IPM - Air",16.91903079694,1,"IPM"
"IPM - Air",16.9279349883434,1,"IPM"
"IPM - Air",16.8061490696088,1,"IPM"
"IPM - Air",16.6334181753574,1,"IPM"
"IPM - Air",17.2395772294101,1,"IPM"
"IPM - Air",16.7605058078774,1,"IPM"
"IPM - Air",15.662364166018,1,"IPM"
"IPM - Air",16.4249072986658,1,"IPM"
"IPM - Air",17.2856282412592,1,"IPM"
"IPM - Air",18.7575763349679,1,"IPM"
"IPM - Air",17.070417362665,1,"IPM"
"IPM - Air",16.0234266005844,1,"IPM"
"IPM - Air",17.8373861831759,1,"IPM"
"IPM - Air",15.1553792888067,1,"IPM"
"IPM - Air",15.0856982971347,1,"IPM"
"IPM - Air",16.1459938184252,1,"IPM"
"IPM - Air",16.4175065056774,1,"IPM"
"IPM - Air",15.9293512981668,1,"IPM"
"IPM - Air",15.064057670551,1,"IPM"
"IPM - Air",17.2528291688776,1,"IPM"
"IPM - Air",16.5697543754674,1,"IPM"
"IPM - Air",15.8208790751605,1,"IPM"
"IPM - Air",16.5641035089708,1,"IPM"
"IPM - Air",16.7556092488008,1,"IPM"
"IPM - Air",16.5417264761258,1,"IPM"
"IPM - Air",15.2936593096651,1,"IPM"
"IPM - Air",16.749693956866,1,"IPM"
"IPM - Air",15.8056369854316,1,"IPM"
"IPM - Air",14.9727970995999,1,"IPM"
"IPM - Air",17.4337283050413,1,"IPM"
"IPM - Air",16.2440139013119,1,"IPM"
"IPM - Air",14.5555825285111,1,"IPM"
"IPM - Air",16.6974969429489,1,"IPM"
"IPM - Air",16.1987556106596,1,"IPM"
"IPM - Air",16.6641465277004,1,"IPM"
"IPM - Air",15.7702786182706,1,"IPM"
"IPM - Air",15.6238836432134,1,"IPM"
"IPM - Air",17.3194526137508,1,"IPM"
"IPM - Air",16.3015166384718,1,"IPM"
"IPM - Air",16.089125495264,1,"IPM"
"IPM - Air",17.4018373084411,1,"IPM"
"IPM - Air",17.012486297384,1,"IPM"
"IPM - Air",17.0059645802298,1,"IPM"
"IPM - Air",15.9307144496993,1,"IPM"
"IPM - Air",16.4002216436714,1,"IPM"
"IPM - Air",17.064268918612,1,"IPM"
"IPM - Air",17.5331864594124,1,"IPM"
"IPM - Air",16.8879042823345,1,"IPM"
"IPM - Air",17.5225051886872,1,"IPM"
"IPM - Air",17.0060990921638,1,"IPM"
"IPM - Air",17.3702344665227,1,"IPM"
"IPM - Air",15.5601848424957,1,"IPM"
"IPM - Air",16.480236496929,1,"IPM"
"IPM - Air",16.0429733434588,1,"IPM"
"IPM - Air",17.2008796914942,1,"IPM"
"IPM - Air",17.0034035608793,1,"IPM"
"IPM - Air",16.8283937677616,1,"IPM"
"IPM - Air",16.4335026862246,1,"IPM"
"IPM - Air",16.3331319775088,1,"IPM"
"IPM - Air",16.764321621149,1,"IPM"
"IPM - Air",16.7968606729876,1,"IPM"
"IPM - Air",16.6278142679692,1,"IPM"
"IPM - Air",16.2989434840776,1,"IPM"
"IPM - Air",17.4508313650883,1,"IPM"
"IPM - Air",16.5837164389825,1,"IPM"
"IPM - Air",16.2538598305085,1,"IPM"
"IPM - Air",16.8416266546574,1,"IPM"
"IPM - Air",15.8976837757573,1,"IPM"
"IPM - Air",17.5176265241313,1,"IPM"
"IPM - Air",15.8868035154502,1,"IPM"
"IPM - Air",15.3734407818266,1,"IPM"
"IPM - Air",16.7223227922442,1,"IPM"
"IPM - Air",17.2514125241955,1,"IPM"
"IPM - Air",15.5166682753487,1,"IPM"
"IPM - Air",15.7584200784416,1,"IPM"
"IPM - Air",17.6692802659895,1,"IPM"
"IPM - Air",16.4788263208724,1,"IPM"
"IPM - Air",16.2761001578261,1,"IPM"
"IPM - Air",16.6413009356557,1,"IPM"
"IPM - Air",16.449224713289,1,"IPM"
"IPM - Air",16.2704824456483,1,"IPM"
"IPM - Air",14.5847258056351,1,"IPM"
"IPM - Air",14.8592155000015,1,"IPM"
"IPM - Air",15.0191700107138,1,"IPM"
"IPM - Air",16.129914939929,1,"IPM"
"IPM - Air",16.9820437331462,1,"IPM"
"IPM - Air",16.7790069101975,1,"IPM"
"IPM - Air",15.3700075292435,1,"IPM"
"IPM - Air",16.3481829780723,1,"IPM"
"IPM - Air",15.9861007272339,1,"IPM"
"IPM - Air",15.7077260158544,1,"IPM"
"IPM - Air",17.3053063807616,1,"IPM"
"IPM - Air",17.1161153354445,1,"IPM"
"IPM - Air",16.3555608696575,1,"IPM"
"IPM - Air",16.9382595546684,1,"IPM"
"IPM - Air",16.540079044215,1,"IPM"
"IPM - Air",15.3346148943149,1,"IPM"
"IPM - Air",16.8574585751033,1,"IPM"
"IPM - Air",15.2310213577744,1,"IPM"
"IPM - Air",16.1095751771676,1,"IPM"
"IPM - Air",15.1707253938205,1,"IPM"
"IPM - Air",17.5859956302107,1,"IPM"
"IPM - Air",14.5036610447089,1,"IPM"
"IPM - Air",14.9430574259473,1,"IPM"
"IPM - Air",15.5001507993626,1,"IPM"
"IPM - Air",15.1810182636196,1,"IPM"
"IPM - Air",15.5577595746926,1,"IPM"
"IPM - Air",15.2933550600909,1,"IPM"
"IPM - Air",15.4293630461251,1,"IPM"
"IPM - Air",16.0981156556972,1,"IPM"
"IPM - Air",17.080068117082,1,"IPM"
"IPM - Air",17.3153858215626,1,"IPM"
"IPM - Air",15.5998766461792,1,"IPM"
"IPM - Air",16.8898725728296,1,"IPM"
"IPM - Air",16.634216180973,1,"IPM"
"IPM - Air",16.4704815420073,1,"IPM"
"IPM - Air",15.3402192820234,1,"IPM"
"IPM - Air",16.6904585840759,1,"IPM"
"IPM - Air",16.4478308825316,1,"IPM"
"IPM - Air",15.6175758192199,1,"IPM"
"IPM - Air",16.9543371597286,1,"IPM"
"IPM - Air",14.0489808525257,1,"IPM"
"IPM - Air",17.2088466140968,1,"IPM"
"IPM - Air",16.1812419023241,1,"IPM"
"IPM - Air",15.6338945558563,1,"IPM"
"IPM - Air",16.5847864646401,1,"IPM"
"IPM - Air",16.5872586035684,1,"IPM"
"IPM - Air",16.0721301122693,1,"IPM"
"IPM - Air",16.1960004017169,1,"IPM"
"IPM - Air",15.6840275857264,1,"IPM"
"IPM - Air",15.2630758087045,1,"IPM"
"IPM - Air",18.0193136430864,1,"IPM"
"IPM - Air",16.7426125445229,1,"IPM"
"IPM - Air",16.7888507802601,1,"IPM"
"IPM - Air",16.0499409187987,1,"IPM"
"IPM - Air",17.1243783475671,1,"IPM"
"IPM - Air",14.3962191905702,1,"IPM"
"IPM - Air",15.7761442978383,1,"IPM"
"IPM - Air",17.0565840808797,1,"IPM"
"IPM - Air",16.1663755690636,1,"IPM"
"IPM - Air",16.508128341843,1,"IPM"
"IPM - Air",15.7312258180217,1,"IPM"
"IPM - Air",16.2755530285899,1,"IPM"
"IPM - Air",14.7599082732609,1,"IPM"
"IPM - Air",15.7333313331352,1,"IPM"
"IPM - Air",15.6366461435134,1,"IPM"
"IPM - Air",15.9838636709601,1,"IPM"
"IPM - Air",16.9727345331817,1,"IPM"
"IPM - Air",15.1867435079954,1,"IPM"
"IPM - Air",17.2912499098752,1,"IPM"
"IPM - Air",16.009976880119,1,"IPM"
"IPM - Air",16.7063030153838,1,"IPM"
"IPM - Air",17.719737742251,1,"IPM"
"IPM - Air",17.9367595693577,1,"IPM"
"IPM - Air",16.7276697041264,1,"IPM"
"IPM - Air",15.3440962816053,1,"IPM"
"IPM - Air",15.2140120116184,1,"IPM"
"IPM - Air",16.7869347824352,1,"IPM"
"IPM - Air",15.5719196925874,1,"IPM"
"IPM - Air",16.2644773109399,1,"IPM"
"IPM - Air",16.5284430535918,1,"IPM"
"IPM - Air",17.8886371905874,1,"IPM"
"IPM - Air",15.5506327698611,1,"IPM"
"IPM - Air",16.3722145876025,1,"IPM"
"IPM - Air",17.1689413343523,1,"IPM"
"IPM - Air",16.1423485899305,1,"IPM"
"IPM - Air",15.4297020007006,1,"IPM"
"IPM - Air",16.1647167400174,1,"IPM"
"IPM - Air",16.9480231902024,1,"IPM"
"IPM - Air",16.84408844042,1,"IPM"
"IPM - Air",16.9375554948171,1,"IPM"
"IPM - Air",16.3559976236114,1,"IPM"
"IPM - Air",15.3125910254991,1,"IPM"
"IPM - Air",15.8210189734074,1,"IPM"
"IPM - Air",17.8997777468509,1,"IPM"
"IPM - Air",15.2116720101681,1,"IPM"
"IPM - Air",15.2451032604452,1,"IPM"
"IPM - Air",16.2733388090994,1,"IPM"
"IPM - Air",15.9407322634895,1,"IPM"
"IPM - Air",16.0395920850731,1,"IPM"
"IPM - Air",16.2078583235778,1,"IPM"
"IPM - Air",15.6261131916354,1,"IPM"
"IPM - Air",18.4175178525259,1,"IPM"
"IPM - Air",16.3192863049528,1,"IPM"
"IPM - Air",16.4290111869361,1,"IPM"
"IPM - Air",15.8848486439096,1,"IPM"
"IPM - Air",16.8064371834893,1,"IPM"
"IPM - Air",16.103826346783,1,"IPM"
"IPM - Air",17.2136361681619,1,"IPM"
"IPM - Air",16.006738322268,1,"IPM"
"IPM - Air",16.4179576296791,1,"IPM"
"IPM - Air",16.5155699013242,1,"IPM"
"IPM - Air",16.8273396101586,1,"IPM"
"IPM - Air",16.7140257101044,1,"IPM"
"IPM - Air",17.4434507593672,1,"IPM"
"IPM - Air",17.0624957883614,1,"IPM"
"IPM - Air",17.5371092697431,1,"IPM"
"IPM - Air",14.6410881014744,1,"IPM"
"IPM - Air",15.5070687535452,1,"IPM"
"IPM - Air",15.9012196172285,1,"IPM"
"IPM - Air",16.2199228885008,1,"IPM"
"IPM - Air",15.131819583322,1,"IPM"
"IPM - Air",17.6268944212023,1,"IPM"
"IPM - Air",17.5403577747545,1,"IPM"
"IPM - Air",15.4523877977515,1,"IPM"
"IPM - Air",16.9018891416342,1,"IPM"
"IPM - Air",16.5227731081263,1,"IPM"
"IPM - Air",16.6110444619193,1,"IPM"
"IPM - Air",15.933024597257,1,"IPM"
"IPM - Air",16.8736759834327,1,"IPM"
"IPM - Air",15.735859101098,1,"IPM"
"IPM - Air",17.1898961536542,1,"IPM"
"IPM - Air",16.0039574271768,1,"IPM"
"IPM - Air",17.0192018494256,1,"IPM"
"IPM - Air",17.1624255139145,1,"IPM"
"IPM - Air",16.7402903487543,1,"IPM"
"IPM - Air",17.3487212052319,1,"IPM"
"IPM - Air",14.5746468035699,1,"IPM"
"IPM - Air",15.9213034696394,1,"IPM"
"IPM - Air",17.2220317092001,1,"IPM"
"IPM - Air",16.5845653502762,1,"IPM"
"IPM - Air",16.9932584209542,1,"IPM"
"IPM - Air",17.1352224747988,1,"IPM"
"IPM - Air",17.4038083252729,1,"IPM"
"IPM - Air",17.356234681395,1,"IPM"
"IPM - Air",18.2125659128778,1,"IPM"
"IPM - Air",17.449324789539,1,"IPM"
"IPM - Air",16.1762055612715,1,"IPM"
"IPM - Air",16.6699345814851,1,"IPM"
"IPM - Air",16.0741641904088,1,"IPM"
"IPM - Air",17.272893388825,1,"IPM"
"IPM - Air",15.07741467904,1,"IPM"
"IPM - Air",16.6712027248777,1,"IPM"
"IPM - Air",17.0804995049017,1,"IPM"
"IPM - Air",16.4598893244389,1,"IPM"
"IPM - Air",16.8378894109102,1,"IPM"
"IPM - Air",15.2451702537795,1,"IPM"
"IPM - Air",17.3106319625558,1,"IPM"
"IPM - Air",16.0510577474466,1,"IPM"
"IPM - Air",16.0551131231193,1,"IPM"
"IPM - Air",16.5301023097017,1,"IPM"
"IPM - Air",16.5604302359127,1,"IPM"
"IPM - Air",16.1804074897352,1,"IPM"
"IPM - Air",16.9025952243445,1,"IPM"
"IPM - Air",16.1750424293429,1,"IPM"
"IPM - Air",18.040217571571,1,"IPM"
"IPM - Air",17.1725460916145,1,"IPM"
"IPM - Air",16.5256636188456,1,"IPM"
"IPM - Air",16.9752506120608,1,"IPM"
"IPM - Air",16.1194675151156,1,"IPM"
"IPM - Air",18.1924742442958,1,"IPM"
"IPM - Air",16.4644130475468,1,"IPM"
"IPM - Air",16.3756378990489,1,"IPM"
"IPM - Air",16.2084497088036,1,"IPM"
"IPM - Air",16.0049301078654,1,"IPM"
"IPM - Air",17.2846419806584,1,"IPM"
"IPM - Air",16.5747014544867,1,"IPM"
"IPM - Air",16.2199254213358,1,"IPM"
"IPM - Air",16.5258797292829,1,"IPM"
"IPM - Air",17.4480383110346,1,"IPM"
"IPM - Air",16.4663528412675,1,"IPM"
"IPM - Air",15.4755608207701,1,"IPM"
"IPM - Air",16.4520379787739,1,"IPM"
"IPM - Air",16.5525945536504,1,"IPM"
"IPM - Air",16.8548293504061,1,"IPM"
"IPM - Air",17.4749433729401,1,"IPM"
"IPM - Air",17.2786740185671,1,"IPM"
"IPM - Air",16.2140298873679,1,"IPM"
"IPM - Air",17.030286295878,1,"IPM"
"IPM - Air",16.2863037402586,1,"IPM"
"IPM - Air",17.3483649118803,1,"IPM"
"IPM - Air",16.4203047840642,1,"IPM"
"IPM - Air",16.14439247166,1,"IPM"
"IPM - Air",15.7170938600678,1,"IPM"
"IPM - Air",17.8995601446904,1,"IPM"
"IPM - Air",17.1741521098087,1,"IPM"
"IPM - Air",16.4556966297694,1,"IPM"
"IPM - Air",16.9599107995289,1,"IPM"
"IPM - Air",17.8105878767563,1,"IPM"
"IPM - Air",16.6805638817605,1,"IPM"
"IPM - Air",16.5565197581752,1,"IPM"
"IPM - Air",15.2518106979904,1,"IPM"
"IPM - Air",15.6590932512192,1,"IPM"
"IPM - Air",16.668858649837,1,"IPM"
"IPM - Air",15.6453385775601,1,"IPM"
"IPM - Air",15.4955627455165,1,"IPM"
"IPM - Air",17.0745302163342,1,"IPM"
"IPM - Air",16.3193053650071,1,"IPM"
"IPM - Air",17.5468633433794,1,"IPM"
"IPM - Air",16.8857086849126,1,"IPM"
"IPM - Air",16.4008201022721,1,"IPM"
"IPM - Air",16.6257739217033,1,"IPM"
"IPM - Air",16.5372484469879,1,"IPM"
"IPM - Air",16.5383030691811,1,"IPM"
"IPM - Air",14.861798720831,1,"IPM"
"IPM - Air",15.6420416623709,1,"IPM"
"IPM - Air",17.0956786109039,1,"IPM"
"IPM - Air",15.2666951054649,1,"IPM"
"IPM - Air",15.9772654956073,1,"IPM"
"IPM - Air",15.2534415242991,1,"IPM"
"IPM - Air",15.5384527329628,1,"IPM"
"IPM - Air",16.5647246311004,1,"IPM"
"IPM - Air",16.2506929134884,1,"IPM"
"IPM - Air",16.7517646250671,1,"IPM"
"IPM - Air",14.3202951745584,1,"IPM"
"IPM - Air",15.6461197669394,1,"IPM"
"IPM - Air",16.9844010766888,1,"IPM"
"IPM - Air",17.0042787907398,1,"IPM"
"IPM - Air",16.60558386154,1,"IPM"
"IPM - Air",16.5508694674091,1,"IPM"
"IPM - Air",16.9642018707944,1,"IPM"
"IPM - Air",17.3245469949473,1,"IPM"
"IPM - Air",15.1924673759545,1,"IPM"
"IPM - Air",16.4188277420449,1,"IPM"
"IPM - Air",17.5037992199054,1,"IPM"
"IPM - Air",15.6214695622625,1,"IPM"
"IPM - Air",15.3291012728261,1,"IPM"
"IPM - Air",15.7912409611623,1,"IPM"
"IPM - Air",18.0323536675107,1,"IPM"
"IPM - Air",15.937779206664,1,"IPM"
"IPM - Air",18.4421836278016,1,"IPM"
"IPM - Air",15.9083934248023,1,"IPM"
"IPM - Air",16.8191411447473,1,"IPM"
"IPM - Air",16.8158140715501,1,"IPM"
"IPM - Air",16.7033825793495,1,"IPM"
"IPM - Air",14.8412579381577,1,"IPM"
"IPM - Air",16.8307540361836,1,"IPM"
"IPM - Air",15.6956518380358,1,"IPM"
"IPM - Air",16.0598735724201,1,"IPM"
"IPM - Air",16.5940026341505,1,"IPM"
"IPM - Air",16.2608096336364,1,"IPM"
"IPM - Air",15.511930472192,1,"IPM"
"IPM - Air",16.5739891338555,1,"IPM"
"IPM - Air",18.1310258926435,1,"IPM"
"IPM - Air",15.9617251996863,1,"IPM"
"IPM - Air",15.5437577814139,1,"IPM"
"IPM - Air",15.5875348015459,1,"IPM"
"IPM - Air",16.9010537155229,1,"IPM"
"IPM - Air",17.0447266027681,1,"IPM"
"IPM - Air",16.5278312807111,1,"IPM"
"IPM - Air",16.5640621483882,1,"IPM"
"IPM - Air",17.8668600032498,1,"IPM"
"IPM - Air",17.1729999867323,1,"IPM"
"IPM - Air",16.9075759700564,1,"IPM"
"IPM - Air",16.3068197501169,1,"IPM"
"IPM - Air",16.1225067346424,1,"IPM"
"IPM - Air",16.7843942032433,1,"IPM"
"IPM - Air",16.9091217600982,1,"IPM"
"IPM - Air",17.4601272764213,1,"IPM"
"IPM - Air",17.1246748905542,1,"IPM"
"IPM - Air",16.4000703236513,1,"IPM"
"IPM - Air",16.8401758728701,1,"IPM"
"IPM - Air",17.4631436731522,1,"IPM"
"IPM - Air",17.1064791625491,1,"IPM"
"IPM - Air",16.3465429243598,1,"IPM"
"IPM - Air",15.2978056273095,1,"IPM"
"IPM - Air",15.8364012070955,1,"IPM"
"IPM - Air",16.526666132372,1,"IPM"
"IPM - Air",17.0403567468056,1,"IPM"
"IPM - Air",16.3101273148894,1,"IPM"
"IPM - Air",16.0903262964983,1,"IPM"
"IPM - Air",15.9210551173072,1,"IPM"
"IPM - Air",16.7903497743335,1,"IPM"
"IPM - Air",16.0226112743408,1,"IPM"
"IPM - Air",16.1396168298406,1,"IPM"
"IPM - Air",16.5476987511705,1,"IPM"
"IPM - Air",15.8789047832156,1,"IPM"
"IPM - Air",16.5204839132921,1,"IPM"
"IPM - Air",16.2816456881616,1,"IPM"
"IPM - Air",17.5928677735226,1,"IPM"
"IPM - Air",16.8370759045454,1,"IPM"
"IPM - Air",16.7951115049112,1,"IPM"
"IPM - Air",14.7527335160505,1,"IPM"
"IPM - Air",16.2403277029502,1,"IPM"
"IPM - Air",17.1821084183924,1,"IPM"
"IPM - Air",16.8302260332843,1,"IPM"
"IPM - Air",17.1507652010542,1,"IPM"
"IPM - Air",15.8659713756036,1,"IPM"
"IPM - Air",15.4047386275611,1,"IPM"
"IPM - Air",17.9117569141017,1,"IPM"
"IPM - Air",16.4726611636761,1,"IPM"
"IPM - Air",17.3402688373575,1,"IPM"
"IPM - Air",16.5512382645433,1,"IPM"
"IPM - Air",15.4907407735359,1,"IPM"
"IPM - Air",16.0093961173658,1,"IPM"
"IPM - Air",17.0557041049586,1,"IPM"
"IPM - Air",16.495221803167,1,"IPM"
"IPM - Air",16.853698749287,1,"IPM"
"IPM - Air",16.3616204461923,1,"IPM"
"IPM - Air",15.1805441876387,1,"IPM"
"IPM - Air",16.5990783013344,1,"IPM"
"IPM - Air",16.3024949218109,1,"IPM"
"IPM - Air",16.2087648692839,1,"IPM"
"IPM - Air",17.5902256189929,1,"IPM"
"IPM - Air",15.4830514262975,1,"IPM"
"IPM - Air",16.3418578953181,1,"IPM"
"IPM - Air",15.8321911975082,1,"IPM"
"IPM - Air",16.9560175803379,1,"IPM"
